EVENT,URL,DATE,LOCATION,IMAGE
UFC Fight Night: Moreno vs. Kavanagh,http://ufcstats.com/event-details/0cfbbfa0ba6d9855,"February 28, 2026","Mexico City, Distrito Federal, Mexico","https://i.imgur.com/0X4vFQy.png"
